split,segment_id,filename,path,parent_id,original_file,start,end,duration_ms,samples
train,45,noise_train_000045.npy,data/noise_segments/train/noise_train_000045.npy,5,purenoise_5_01264.npy,22050,44100,500.0,22050
train,46,noise_train_000046.npy,data/noise_segments/train/noise_train_000046.npy,2,purenoise_2_00294.npy,22050,44100,500.0,22050
train,47,noise_train_000047.npy,data/noise_segments/train/noise_train_000047.npy,4,purenoise_4_01530.npy,22050,44100,500.0,22050
train,48,noise_train_000048.npy,data/noise_segments/train/noise_train_000048.npy,4,purenoise_4_00345.npy,0,22050,500.0,22050
train,49,noise_train_000049.npy,data/noise_segments/train/noise_train_000049.npy,5,purenoise_5_00951.npy,22050,44100,500.0,22050
train,50,noise_train_000050.npy,data/noise_segments/train/noise_train_000050.npy,3,purenoise_3_01483.npy,0,22050,500.0,22050
train,51,noise_train_000051.npy,data/noise_segments/train/noise_train_000051.npy,5,purenoise_5_01393.npy,22050,44100,500.0,22050
train,52,noise_train_000052.npy,data/noise_segments/train/noise_train_000052.npy,5,purenoise_5_01286.npy,0,22050,500.0,22050
train,53,noise_train_000053.npy,data/noise_segments/train/noise_train_000053.npy,5,purenoise_5_00578.npy,0,22050,500.0,22050
train,54,noise_train_000054.npy,data/noise_segments/train/noise_train_000054.npy,1,purenoise_1_01960.npy,0,22050,500.0,22050
train,55,noise_train_000055.npy,data/noise_segments/train/noise_train_000055.npy,4,purenoise_4_01480.npy,22050,44100,500.0,22050
train,56,noise_train_000056.npy,data/noise_segments/train/noise_train_000056.npy,4,purenoise_4_00350.npy,22050,44100,500.0,22050
train,57,noise_train_000057.npy,data/noise_segments/train/noise_train_000057.npy,4,purenoise_4_00068.npy,22050,44100,500.0,22050
train,58,noise_train_000058.npy,data/noise_segments/train/noise_train_000058.npy,5,purenoise_5_01579.npy,0,22050,500.0,22050
train,59,noise_train_000059.npy,data/noise_segments/train/noise_train_000059.npy,3,purenoise_3_00111.npy,22050,44100,500.0,22050
train,60,noise_train_000060.npy,data/noise_segments/train/noise_train_000060.npy,1,purenoise_1_01973.npy,22050,44100,500.0,22050
train,61,noise_train_000061.npy,data/noise_segments/train/noise_train_000061.npy,2,purenoise_2_01687.npy,22050,44100,500.0,22050
train,62,noise_train_000062.npy,data/noise_segments/train/noise_train_000062.npy,2,purenoise_2_01045.npy,22050,44100,500.0,22050
train,63,noise_train_000063.npy,data/noise_segments/train/noise_train_000063.npy,1,purenoise_1_00366.npy,22050,44100,500.0,22050
train,64,noise_train_000064.npy,data/noise_segments/train/noise_train_000064.npy,3,purenoise_3_01627.npy,0,22050,500.0,22050
train,65,noise_train_000065.npy,data/noise_segments/train/noise_train_000065.npy,5,purenoise_5_01955.npy,0,22050,500.0,22050
train,66,noise_train_000066.npy,data/noise_segments/train/noise_train_000066.npy,4,purenoise_4_01853.npy,0,22050,500.0,22050
train,67,noise_train_000067.npy,data/noise_segments/train/noise_train_000067.npy,3,purenoise_3_00865.npy,22050,44100,500.0,22050
train,68,noise_train_000068.npy,data/noise_segments/train/noise_train_000068.npy,4,purenoise_4_01192.npy,22050,44100,500.0,22050
train,69,noise_train_000069.npy,data/noise_segments/train/noise_train_000069.npy,2,purenoise_2_00212.npy,0,22050,500.0,22050
train,70,noise_train_000070.npy,data/noise_segments/train/noise_train_000070.npy,3,purenoise_3_00498.npy,22050,44100,500.0,22050
train,71,noise_train_000071.npy,data/noise_segments/train/noise_train_000071.npy,1,purenoise_1_01738.npy,22050,44100,500.0,22050
train,72,noise_train_000072.npy,data/noise_segments/train/noise_train_000072.npy,3,purenoise_3_01331.npy,22050,44100,500.0,22050
train,73,noise_train_000073.npy,data/noise_segments/train/noise_train_000073.npy,4,purenoise_4_00091.npy,0,22050,500.0,22050
train,74,noise_train_000074.npy,data/noise_segments/train/noise_train_000074.npy,5,purenoise_5_01040.npy,0,22050,500.0,22050
train,75,noise_train_000075.npy,data/noise_segments/train/noise_train_000075.npy,3,purenoise_3_00874.npy,22050,44100,500.0,22050
train,76,noise_train_000076.npy,data/noise_segments/train/noise_train_000076.npy,4,purenoise_4_00545.npy,0,22050,500.0,22050
train,77,noise_train_000077.npy,data/noise_segments/train/noise_train_000077.npy,3,purenoise_3_00810.npy,22050,44100,500.0,22050
train,78,noise_train_000078.npy,data/noise_segments/train/noise_train_000078.npy,1,purenoise_1_00657.npy,22050,44100,500.0,22050
train,79,noise_train_000079.npy,data/noise_segments/train/noise_train_000079.npy,3,purenoise_3_00199.npy,0,22050,500.0,22050
train,80,noise_train_000080.npy,data/noise_segments/train/noise_train_000080.npy,3,purenoise_3_01843.npy,22050,44100,500.0,22050
train,81,noise_train_000081.npy,data/noise_segments/train/noise_train_000081.npy,5,purenoise_5_00939.npy,22050,44100,500.0,22050
train,82,noise_train_000082.npy,data/noise_segments/train/noise_train_000082.npy,1,purenoise_1_00340.npy,22050,44100,500.0,22050
train,83,noise_train_000083.npy,data/noise_segments/train/noise_train_000083.npy,2,purenoise_2_01932.npy,0,22050,500.0,22050
train,84,noise_train_000084.npy,data/noise_segments/train/noise_train_000084.npy,1,purenoise_1_00204.npy,22050,44100,500.0,22050
train,85,noise_train_000085.npy,data/noise_segments/train/noise_train_000085.npy,2,purenoise_2_00560.npy,22050,44100,500.0,22050
train,86,noise_train_000086.npy,data/noise_segments/train/noise_train_000086.npy,3,purenoise_3_00256.npy,0,22050,500.0,22050
train,87,noise_train_000087.npy,data/noise_segments/train/noise_train_000087.npy,4,purenoise_4_01928.npy,0,22050,500.0,22050
train,88,noise_train_000088.npy,data/noise_segments/train/noise_train_000088.npy,3,purenoise_3_01980.npy,22050,44100,500.0,22050
train,89,noise_train_000089.npy,data/noise_segments/train/noise_train_000089.npy,5,purenoise_5_01367.npy,0,22050,500.0,22050
train,90,noise_train_000090.npy,data/noise_segments/train/noise_train_000090.npy,4,purenoise_4_00316.npy,22050,44100,500.0,22050
train,91,noise_train_000091.npy,data/noise_segments/train/noise_train_000091.npy,1,purenoise_1_00956.npy,22050,44100,500.0,22050
train,92,noise_train_000092.npy,data/noise_segments/train/noise_train_000092.npy,2,purenoise_2_01623.npy,0,22050,500.0,22050
train,93,noise_train_000093.npy,data/noise_segments/train/noise_train_000093.npy,5,purenoise_5_00803.npy,22050,44100,500.0,22050
train,94,noise_train_000094.npy,data/noise_segments/train/noise_train_000094.npy,1,purenoise_1_00785.npy,22050,44100,500.0,22050
train,95,noise_train_000095.npy,data/noise_segments/train/noise_train_000095.npy,4,purenoise_4_01773.npy,22050,44100,500.0,22050
train,96,noise_train_000096.npy,data/noise_segments/train/noise_train_000096.npy,2,purenoise_2_00082.npy,22050,44100,500.0,22050
train,97,noise_train_000097.npy,data/noise_segments/train/noise_train_000097.npy,4,purenoise_4_01992.npy,22050,44100,500.0,22050
train,98,noise_train_000098.npy,data/noise_segments/train/noise_train_000098.npy,3,purenoise_3_01623.npy,0,22050,500.0,22050
train,99,noise_train_000099.npy,data/noise_segments/train/noise_train_000099.npy,2,purenoise_2_01421.npy,0,22050,500.0,22050
train,100,noise_train_000100.npy,data/noise_segments/train/noise_train_000100.npy,3,purenoise_3_00972.npy,0,22050,500.0,22050
train,101,noise_train_000101.npy,data/noise_segments/train/noise_train_000101.npy,4,purenoise_4_01765.npy,22050,44100,500.0,22050
train,102,noise_train_000102.npy,data/noise_segments/train/noise_train_000102.npy,1,purenoise_1_01711.npy,22050,44100,500.0,22050
train,103,noise_train_000103.npy,data/noise_segments/train/noise_train_000103.npy,3,purenoise_3_00635.npy,22050,44100,500.0,22050
train,104,noise_train_000104.npy,data/noise_segments/train/noise_train_000104.npy,3,purenoise_3_01209.npy,22050,44100,500.0,22050
train,105,noise_train_000105.npy,data/noise_segments/train/noise_train_000105.npy,3,purenoise_3_01118.npy,22050,44100,500.0,22050
train,106,noise_train_000106.npy,data/noise_segments/train/noise_train_000106.npy,5,purenoise_5_01139.npy,22050,44100,500.0,22050
train,107,noise_train_000107.npy,data/noise_segments/train/noise_train_000107.npy,2,purenoise_2_01175.npy,22050,44100,500.0,22050
train,108,noise_train_000108.npy,data/noise_segments/train/noise_train_000108.npy,2,purenoise_2_00709.npy,0,22050,500.0,22050
train,109,noise_train_000109.npy,data/noise_segments/train/noise_train_000109.npy,3,purenoise_3_00751.npy,0,22050,500.0,22050
train,110,noise_train_000110.npy,data/noise_segments/train/noise_train_000110.npy,4,purenoise_4_01866.npy,0,22050,500.0,22050
train,111,noise_train_000111.npy,data/noise_segments/train/noise_train_000111.npy,3,purenoise_3_01285.npy,0,22050,500.0,22050
train,112,noise_train_000112.npy,data/noise_segments/train/noise_train_000112.npy,4,purenoise_4_01618.npy,22050,44100,500.0,22050
train,113,noise_train_000113.npy,data/noise_segments/train/noise_train_000113.npy,3,purenoise_3_00401.npy,0,22050,500.0,22050
train,114,noise_train_000114.npy,data/noise_segments/train/noise_train_000114.npy,2,purenoise_2_01782.npy,22050,44100,500.0,22050
train,115,noise_train_000115.npy,data/noise_segments/train/noise_train_000115.npy,3,purenoise_3_00200.npy,0,22050,500.0,22050
train,116,noise_train_000116.npy,data/noise_segments/train/noise_train_000116.npy,2,purenoise_2_00355.npy,0,22050,500.0,22050
train,117,noise_train_000117.npy,data/noise_segments/train/noise_train_000117.npy,2,purenoise_2_01039.npy,0,22050,500.0,22050
train,118,noise_train_000118.npy,data/noise_segments/train/noise_train_000118.npy,5,purenoise_5_00244.npy,0,22050,500.0,22050
train,119,noise_train_000119.npy,data/noise_segments/train/noise_train_000119.npy,3,purenoise_3_01778.npy,22050,44100,500.0,22050
train,120,noise_train_000120.npy,data/noise_segments/train/noise_train_000120.npy,1,purenoise_1_00354.npy,0,22050,500.0,22050
train,121,noise_train_000121.npy,data/noise_segments/train/noise_train_000121.npy,1,purenoise_1_00929.npy,0,22050,500.0,22050
train,122,noise_train_000122.npy,data/noise_segments/train/noise_train_000122.npy,5,purenoise_5_01750.npy,0,22050,500.0,22050
train,123,noise_train_000123.npy,data/noise_segments/train/noise_train_000123.npy,5,purenoise_5_00084.npy,22050,44100,500.0,22050
train,124,noise_train_000124.npy,data/noise_segments/train/noise_train_000124.npy,1,purenoise_1_01031.npy,22050,44100,500.0,22050
train,125,noise_train_000125.npy,data/noise_segments/train/noise_train_000125.npy,3,purenoise_3_00363.npy,0,22050,500.0,22050
train,126,noise_train_000126.npy,data/noise_segments/train/noise_train_000126.npy,1,purenoise_1_01971.npy,0,22050,500.0,22050
train,127,noise_train_000127.npy,data/noise_segments/train/noise_train_000127.npy,4,purenoise_4_00074.npy,22050,44100,500.0,22050
train,128,noise_train_000128.npy,data/noise_segments/train/noise_train_000128.npy,4,purenoise_4_01458.npy,0,22050,500.0,22050
train,129,noise_train_000129.npy,data/noise_segments/train/noise_train_000129.npy,4,purenoise_4_00738.npy,22050,44100,500.0,22050
train,130,noise_train_000130.npy,data/noise_segments/train/noise_train_000130.npy,1,purenoise_1_01704.npy,0,22050,500.0,22050
train,131,noise_train_000131.npy,data/noise_segments/train/noise_train_000131.npy,1,purenoise_1_01961.npy,22050,44100,500.0,22050
train,132,noise_train_000132.npy,data/noise_segments/train/noise_train_000132.npy,4,purenoise_4_00776.npy,0,22050,500.0,22050
train,133,noise_train_000133.npy,data/noise_segments/train/noise_train_000133.npy,4,purenoise_4_01843.npy,22050,44100,500.0,22050
train,134,noise_train_000134.npy,data/noise_segments/train/noise_train_000134.npy,1,purenoise_1_00288.npy,22050,44100,500.0,22050
train,135,noise_train_000135.npy,data/noise_segments/train/noise_train_000135.npy,5,purenoise_5_01685.npy,22050,44100,500.0,22050
train,136,noise_train_000136.npy,data/noise_segments/train/noise_train_000136.npy,1,purenoise_1_00248.npy,22050,44100,500.0,22050
train,137,noise_train_000137.npy,data/noise_segments/train/noise_train_000137.npy,2,purenoise_2_00613.npy,22050,44100,500.0,22050
train,138,noise_train_000138.npy,data/noise_segments/train/noise_train_000138.npy,4,purenoise_4_01559.npy,22050,44100,500.0,22050
train,139,noise_train_000139.npy,data/noise_segments/train/noise_train_000139.npy,3,purenoise_3_01087.npy,22050,44100,500.0,22050
train,140,noise_train_000140.npy,data/noise_segments/train/noise_train_000140.npy,1,purenoise_1_00284.npy,22050,44100,500.0,22050
train,141,noise_train_000141.npy,data/noise_segments/train/noise_train_000141.npy,2,purenoise_2_00312.npy,22050,44100,500.0,22050
train,142,noise_train_000142.npy,data/noise_segments/train/noise_train_000142.npy,1,purenoise_1_00195.npy,0,22050,500.0,22050
train,143,noise_train_000143.npy,data/noise_segments/train/noise_train_000143.npy,3,purenoise_3_00803.npy,22050,44100,500.0,22050
train,144,noise_train_000144.npy,data/noise_segments/train/noise_train_000144.npy,1,purenoise_1_01297.npy,0,22050,500.0,22050
train,145,noise_train_000145.npy,data/noise_segments/train/noise_train_000145.npy,4,purenoise_4_00490.npy,22050,44100,500.0,22050
train,146,noise_train_000146.npy,data/noise_segments/train/noise_train_000146.npy,2,purenoise_2_01829.npy,0,22050,500.0,22050
train,147,noise_train_000147.npy,data/noise_segments/train/noise_train_000147.npy,3,purenoise_3_00369.npy,0,22050,500.0,22050
train,148,noise_train_000148.npy,data/noise_segments/train/noise_train_000148.npy,4,purenoise_4_00528.npy,22050,44100,500.0,22050
train,149,noise_train_000149.npy,data/noise_segments/train/noise_train_000149.npy,5,purenoise_5_01295.npy,0,22050,500.0,22050
train,150,noise_train_000150.npy,data/noise_segments/train/noise_train_000150.npy,1,purenoise_1_01953.npy,0,22050,500.0,22050
train,151,noise_train_000151.npy,data/noise_segments/train/noise_train_000151.npy,2,purenoise_2_00792.npy,22050,44100,500.0,22050
train,152,noise_train_000152.npy,data/noise_segments/train/noise_train_000152.npy,2,purenoise_2_01343.npy,22050,44100,500.0,22050
train,153,noise_train_000153.npy,data/noise_segments/train/noise_train_000153.npy,5,purenoise_5_01161.npy,22050,44100,500.0,22050
train,154,noise_train_000154.npy,data/noise_segments/train/noise_train_000154.npy,4,purenoise_4_00595.npy,0,22050,500.0,22050
train,155,noise_train_000155.npy,data/noise_segments/train/noise_train_000155.npy,1,purenoise_1_00856.npy,0,22050,500.0,22050
train,156,noise_train_000156.npy,data/noise_segments/train/noise_train_000156.npy,3,purenoise_3_00325.npy,22050,44100,500.0,22050
train,157,noise_train_000157.npy,data/noise_segments/train/noise_train_000157.npy,2,purenoise_2_00089.npy,22050,44100,500.0,22050
train,158,noise_train_000158.npy,data/noise_segments/train/noise_train_000158.npy,5,purenoise_5_00241.npy,22050,44100,500.0,22050
train,159,noise_train_000159.npy,data/noise_segments/train/noise_train_000159.npy,3,purenoise_3_00726.npy,22050,44100,500.0,22050
train,160,noise_train_000160.npy,data/noise_segments/train/noise_train_000160.npy,2,purenoise_2_01823.npy,0,22050,500.0,22050
train,161,noise_train_000161.npy,data/noise_segments/train/noise_train_000161.npy,5,purenoise_5_00348.npy,22050,44100,500.0,22050
train,162,noise_train_000162.npy,data/noise_segments/train/noise_train_000162.npy,2,purenoise_2_00921.npy,22050,44100,500.0,22050
train,163,noise_train_000163.npy,data/noise_segments/train/noise_train_000163.npy,4,purenoise_4_01660.npy,0,22050,500.0,22050
train,164,noise_train_000164.npy,data/noise_segments/train/noise_train_000164.npy,2,purenoise_2_01452.npy,22050,44100,500.0,22050
train,165,noise_train_000165.npy,data/noise_segments/train/noise_train_000165.npy,1,purenoise_1_01493.npy,22050,44100,500.0,22050
train,166,noise_train_000166.npy,data/noise_segments/train/noise_train_000166.npy,4,purenoise_4_01975.npy,22050,44100,500.0,22050
train,167,noise_train_000167.npy,data/noise_segments/train/noise_train_000167.npy,1,purenoise_1_00484.npy,0,22050,500.0,22050
train,168,noise_train_000168.npy,data/noise_segments/train/noise_train_000168.npy,4,purenoise_4_01092.npy,0,22050,500.0,22050
train,169,noise_train_000169.npy,data/noise_segments/train/noise_train_000169.npy,1,purenoise_1_00552.npy,22050,44100,500.0,22050
train,170,noise_train_000170.npy,data/noise_segments/train/noise_train_000170.npy,3,purenoise_3_00189.npy,0,22050,500.0,22050
train,171,noise_train_000171.npy,data/noise_segments/train/noise_train_000171.npy,5,purenoise_5_00053.npy,22050,44100,500.0,22050
train,172,noise_train_000172.npy,data/noise_segments/train/noise_train_000172.npy,4,purenoise_4_00696.npy,22050,44100,500.0,22050
train,173,noise_train_000173.npy,data/noise_segments/train/noise_train_000173.npy,5,purenoise_5_01119.npy,0,22050,500.0,22050
train,174,noise_train_000174.npy,data/noise_segments/train/noise_train_000174.npy,3,purenoise_3_00481.npy,0,22050,500.0,22050
train,175,noise_train_000175.npy,data/noise_segments/train/noise_train_000175.npy,2,purenoise_2_01468.npy,0,22050,500.0,22050
train,176,noise_train_000176.npy,data/noise_segments/train/noise_train_000176.npy,4,purenoise_4_01661.npy,0,22050,500.0,22050
train,177,noise_train_000177.npy,data/noise_segments/train/noise_train_000177.npy,3,purenoise_3_01565.npy,0,22050,500.0,22050
train,178,noise_train_000178.npy,data/noise_segments/train/noise_train_000178.npy,4,purenoise_4_01573.npy,0,22050,500.0,22050
train,179,noise_train_000179.npy,data/noise_segments/train/noise_train_000179.npy,2,purenoise_2_01674.npy,22050,44100,500.0,22050
train,180,noise_train_000180.npy,data/noise_segments/train/noise_train_000180.npy,3,purenoise_3_01297.npy,0,22050,500.0,22050
train,181,noise_train_000181.npy,data/noise_segments/train/noise_train_000181.npy,4,purenoise_4_00737.npy,22050,44100,500.0,22050
train,182,noise_train_000182.npy,data/noise_segments/train/noise_train_000182.npy,3,purenoise_3_01330.npy,22050,44100,500.0,22050
train,183,noise_train_000183.npy,data/noise_segments/train/noise_train_000183.npy,1,purenoise_1_01408.npy,0,22050,500.0,22050
train,184,noise_train_000184.npy,data/noise_segments/train/noise_train_000184.npy,1,purenoise_1_00305.npy,0,22050,500.0,22050
train,185,noise_train_000185.npy,data/noise_segments/train/noise_train_000185.npy,3,purenoise_3_01540.npy,22050,44100,500.0,22050
train,186,noise_train_000186.npy,data/noise_segments/train/noise_train_000186.npy,4,purenoise_4_01514.npy,22050,44100,500.0,22050
train,187,noise_train_000187.npy,data/noise_segments/train/noise_train_000187.npy,2,purenoise_2_01671.npy,0,22050,500.0,22050
train,188,noise_train_000188.npy,data/noise_segments/train/noise_train_000188.npy,5,purenoise_5_01769.npy,22050,44100,500.0,22050
train,189,noise_train_000189.npy,data/noise_segments/train/noise_train_000189.npy,2,purenoise_2_00227.npy,22050,44100,500.0,22050
train,190,noise_train_000190.npy,data/noise_segments/train/noise_train_000190.npy,4,purenoise_4_00450.npy,0,22050,500.0,22050
train,191,noise_train_000191.npy,data/noise_segments/train/noise_train_000191.npy,5,purenoise_5_00196.npy,22050,44100,500.0,22050
train,192,noise_train_000192.npy,data/noise_segments/train/noise_train_000192.npy,1,purenoise_1_01723.npy,22050,44100,500.0,22050
train,193,noise_train_000193.npy,data/noise_segments/train/noise_train_000193.npy,4,purenoise_4_00336.npy,0,22050,500.0,22050
train,194,noise_train_000194.npy,data/noise_segments/train/noise_train_000194.npy,4,purenoise_4_00099.npy,0,22050,500.0,22050
train,195,noise_train_000195.npy,data/noise_segments/train/noise_train_000195.npy,1,purenoise_1_01027.npy,0,22050,500.0,22050
train,196,noise_train_000196.npy,data/noise_segments/train/noise_train_000196.npy,3,purenoise_3_01655.npy,22050,44100,500.0,22050
train,197,noise_train_000197.npy,data/noise_segments/train/noise_train_000197.npy,2,purenoise_2_00544.npy,22050,44100,500.0,22050
train,198,noise_train_000198.npy,data/noise_segments/train/noise_train_000198.npy,5,purenoise_5_01532.npy,0,22050,500.0,22050
train,199,noise_train_000199.npy,data/noise_segments/train/noise_train_000199.npy,4,purenoise_4_01141.npy,0,22050,500.0,22050
train,200,noise_train_000200.npy,data/noise_segments/train/noise_train_000200.npy,5,purenoise_5_00710.npy,22050,44100,500.0,22050
train,201,noise_train_000201.npy,data/noise_segments/train/noise_train_000201.npy,1,purenoise_1_01081.npy,0,22050,500.0,22050
train,202,noise_train_000202.npy,data/noise_segments/train/noise_train_000202.npy,5,purenoise_5_00469.npy,0,22050,500.0,22050
train,203,noise_train_000203.npy,data/noise_segments/train/noise_train_000203.npy,5,purenoise_5_00106.npy,22050,44100,500.0,22050
train,204,noise_train_000204.npy,data/noise_segments/train/noise_train_000204.npy,4,purenoise_4_00028.npy,0,22050,500.0,22050
train,205,noise_train_000205.npy,data/noise_segments/train/noise_train_000205.npy,4,purenoise_4_00645.npy,22050,44100,500.0,22050
train,206,noise_train_000206.npy,data/noise_segments/train/noise_train_000206.npy,4,purenoise_4_01474.npy,22050,44100,500.0,22050
train,207,noise_train_000207.npy,data/noise_segments/train/noise_train_000207.npy,5,purenoise_5_00875.npy,22050,44100,500.0,22050
train,208,noise_train_000208.npy,data/noise_segments/train/noise_train_000208.npy,2,purenoise_2_00811.npy,0,22050,500.0,22050
train,209,noise_train_000209.npy,data/noise_segments/train/noise_train_000209.npy,4,purenoise_4_00621.npy,0,22050,500.0,22050
train,210,noise_train_000210.npy,data/noise_segments/train/noise_train_000210.npy,1,purenoise_1_01433.npy,0,22050,500.0,22050
train,211,noise_train_000211.npy,data/noise_segments/train/noise_train_000211.npy,5,purenoise_5_00218.npy,22050,44100,500.0,22050
train,212,noise_train_000212.npy,data/noise_segments/train/noise_train_000212.npy,1,purenoise_1_00679.npy,0,22050,500.0,22050
train,213,noise_train_000213.npy,data/noise_segments/train/noise_train_000213.npy,2,purenoise_2_00300.npy,22050,44100,500.0,22050
train,214,noise_train_000214.npy,data/noise_segments/train/noise_train_000214.npy,5,purenoise_5_00061.npy,22050,44100,500.0,22050
train,215,noise_train_000215.npy,data/noise_segments/train/noise_train_000215.npy,5,purenoise_5_01401.npy,0,22050,500.0,22050
train,216,noise_train_000216.npy,data/noise_segments/train/noise_train_000216.npy,1,purenoise_1_01659.npy,22050,44100,500.0,22050
train,217,noise_train_000217.npy,data/noise_segments/train/noise_train_000217.npy,4,purenoise_4_00471.npy,0,22050,500.0,22050
train,218,noise_train_000218.npy,data/noise_segments/train/noise_train_000218.npy,1,purenoise_1_01965.npy,0,22050,500.0,22050
